consumption,interval_start,interval_end
0.153,2020-12-11T19:30:00Z,2020-12-11T20:00:00Z
0.121,2020-12-11T19:00:00Z,2020-12-11T19:30:00Z
0.139,2020-12-11T18:30:00Z,2020-12-11T19:00:00Z
0.162,2020-12-11T18:00:00Z,2020-12-11T18:30:00Z
0.19,2020-12-11T17:30:00Z,2020-12-11T18:00:00Z
0.719,2020-12-11T17:00:00Z,2020-12-11T17:30:00Z
0.161,2020-12-11T16:30:00Z,2020-12-11T17:00:00Z
0.183,2020-12-11T16:00:00Z,2020-12-11T16:30:00Z
1.07,2020-12-11T15:30:00Z,2020-12-11T16:00:00Z
0.615,2020-12-11T15:00:00Z,2020-12-11T15:30:00Z
0.292,2020-12-11T14:30:00Z,2020-12-11T15:00:00Z
0.097,2020-12-11T14:00:00Z,2020-12-11T14:30:00Z
0.137,2020-12-11T13:30:00Z,2020-12-11T14:00:00Z
0.08,2020-12-11T13:00:00Z,2020-12-11T13:30:00Z
0.491,2020-12-11T12:30:00Z,2020-12-11T13:00:00Z
0.733,2020-12-11T12:00:00Z,2020-12-11T12:30:00Z
0.045,2020-12-11T11:30:00Z,2020-12-11T12:00:00Z
0.097,2020-12-11T11:00:00Z,2020-12-11T11:30:00Z
0.063,2020-12-11T10:30:00Z,2020-12-11T11:00:00Z
0.054,2020-12-11T10:00:00Z,2020-12-11T10:30:00Z
0.144,2020-12-11T09:30:00Z,2020-12-11T10:00:00Z
0.059,2020-12-11T09:00:00Z,2020-12-11T09:30:00Z
0.087,2020-12-11T08:30:00Z,2020-12-11T09:00:00Z
0.162,2020-12-11T08:00:00Z,2020-12-11T08:30:00Z
0.079,2020-12-11T07:30:00Z,2020-12-11T08:00:00Z
0.233,2020-12-11T07:00:00Z,2020-12-11T07:30:00Z
0.025,2020-12-11T06:30:00Z,2020-12-11T07:00:00Z
0.025,2020-12-11T06:00:00Z,2020-12-11T06:30:00Z
0.029,2020-12-11T05:30:00Z,2020-12-11T06:00:00Z
0.069,2020-12-11T05:00:00Z,2020-12-11T05:30:00Z
1.479,2020-12-11T04:30:00Z,2020-12-11T05:00:00Z
1.704,2020-12-11T04:00:00Z,2020-12-11T04:30:00Z
0.342,2020-12-11T03:30:00Z,2020-12-11T04:00:00Z
0.295,2020-12-11T03:00:00Z,2020-12-11T03:30:00Z
0.801,2020-12-11T02:30:00Z,2020-12-11T03:00:00Z
1.348,2020-12-11T02:00:00Z,2020-12-11T02:30:00Z
0.054,2020-12-11T01:30:00Z,2020-12-11T02:00:00Z
0.054,2020-12-11T01:00:00Z,2020-12-11T01:30:00Z
0.056,2020-12-11T00:30:00Z,2020-12-11T01:00:00Z
0.055,2020-12-11T00:00:00Z,2020-12-11T00:30:00Z
0.059,2020-12-10T23:30:00Z,2020-12-11T00:00:00Z
0.061,2020-12-10T23:00:00Z,2020-12-10T23:30:00Z
0.062,2020-12-10T22:30:00Z,2020-12-10T23:00:00Z
0.063,2020-12-10T22:00:00Z,2020-12-10T22:30:00Z
0.042,2020-12-10T21:30:00Z,2020-12-10T22:00:00Z
0.351,2020-12-10T21:00:00Z,2020-12-10T21:30:00Z
0.502,2020-12-10T20:30:00Z,2020-12-10T21:00:00Z
0.584,2020-12-10T20:00:00Z,2020-12-10T20:30:00Z
0.256,2020-12-10T19:30:00Z,2020-12-10T20:00:00Z
0.68,2020-12-10T19:00:00Z,2020-12-10T19:30:00Z
0.07,2020-12-10T18:30:00Z,2020-12-10T19:00:00Z
0.085,2020-12-10T18:00:00Z,2020-12-10T18:30:00Z
0.355,2020-12-10T17:30:00Z,2020-12-10T18:00:00Z
0.133,2020-12-10T17:00:00Z,2020-12-10T17:30:00Z
0.08,2020-12-10T16:30:00Z,2020-12-10T17:00:00Z
0.099,2020-12-10T16:00:00Z,2020-12-10T16:30:00Z
0.755,2020-12-10T15:30:00Z,2020-12-10T16:00:00Z
1.241,2020-12-10T15:00:00Z,2020-12-10T15:30:00Z
0.404,2020-12-10T14:30:00Z,2020-12-10T15:00:00Z
0.067,2020-12-10T14:00:00Z,2020-12-10T14:30:00Z
0.156,2020-12-10T13:30:00Z,2020-12-10T14:00:00Z
0.602,2020-12-10T13:00:00Z,2020-12-10T13:30:00Z
0.472,2020-12-10T12:30:00Z,2020-12-10T13:00:00Z
0.631,2020-12-10T12:00:00Z,2020-12-10T12:30:00Z
0.123,2020-12-10T11:30:00Z,2020-12-10T12:00:00Z
0.093,2020-12-10T11:00:00Z,2020-12-10T11:30:00Z
0.189,2020-12-10T10:30:00Z,2020-12-10T11:00:00Z
0.123,2020-12-10T10:00:00Z,2020-12-10T10:30:00Z
0.086,2020-12-10T09:30:00Z,2020-12-10T10:00:00Z
0.159,2020-12-10T09:00:00Z,2020-12-10T09:30:00Z
0.101,2020-12-10T08:30:00Z,2020-12-10T09:00:00Z
0.112,2020-12-10T08:00:00Z,2020-12-10T08:30:00Z
0.205,2020-12-10T07:30:00Z,2020-12-10T08:00:00Z
0.191,2020-12-10T07:00:00Z,2020-12-10T07:30:00Z
0.026,2020-12-10T06:30:00Z,2020-12-10T07:00:00Z
0.026,2020-12-10T06:00:00Z,2020-12-10T06:30:00Z
0.026,2020-12-10T05:30:00Z,2020-12-10T06:00:00Z
0.643,2020-12-10T05:00:00Z,2020-12-10T05:30:00Z
1.652,2020-12-10T04:30:00Z,2020-12-10T05:00:00Z
1.687,2020-12-10T04:00:00Z,2020-12-10T04:30:00Z
0.315,2020-12-10T03:30:00Z,2020-12-10T04:00:00Z
0.032,2020-12-10T03:00:00Z,2020-12-10T03:30:00Z
0.747,2020-12-10T02:30:00Z,2020-12-10T03:00:00Z
1.35,2020-12-10T02:00:00Z,2020-12-10T02:30:00Z
0.032,2020-12-10T01:30:00Z,2020-12-10T02:00:00Z
0.031,2020-12-10T01:00:00Z,2020-12-10T01:30:00Z
0.027,2020-12-10T00:30:00Z,2020-12-10T01:00:00Z
0.034,2020-12-10T00:00:00Z,2020-12-10T00:30:00Z
0.031,2020-12-09T23:30:00Z,2020-12-10T00:00:00Z
0.036,2020-12-09T23:00:00Z,2020-12-09T23:30:00Z
0.031,2020-12-09T22:30:00Z,2020-12-09T23:00:00Z
0.033,2020-12-09T22:00:00Z,2020-12-09T22:30:00Z
0.471,2020-12-09T21:30:00Z,2020-12-09T22:00:00Z
0.513,2020-12-09T21:00:00Z,2020-12-09T21:30:00Z
0.508,2020-12-09T20:30:00Z,2020-12-09T21:00:00Z
0.545,2020-12-09T20:00:00Z,2020-12-09T20:30:00Z
0.199,2020-12-09T19:30:00Z,2020-12-09T20:00:00Z
0.1,2020-12-09T19:00:00Z,2020-12-09T19:30:00Z
0.099,2020-12-09T18:30:00Z,2020-12-09T19:00:00Z
0.114,2020-12-09T18:00:00Z,2020-12-09T18:30:00Z
0.896,2020-12-09T17:30:00Z,2020-12-09T18:00:00Z
0.465,2020-12-09T17:00:00Z,2020-12-09T17:30:00Z
0.068,2020-12-09T16:30:00Z,2020-12-09T17:00:00Z
0.067,2020-12-09T16:00:00Z,2020-12-09T16:30:00Z
0.978,2020-12-09T15:30:00Z,2020-12-09T16:00:00Z
1.225,2020-12-09T15:00:00Z,2020-12-09T15:30:00Z
0.304,2020-12-09T14:30:00Z,2020-12-09T15:00:00Z
0.155,2020-12-09T14:00:00Z,2020-12-09T14:30:00Z
0.08,2020-12-09T13:30:00Z,2020-12-09T14:00:00Z
0.065,2020-12-09T13:00:00Z,2020-12-09T13:30:00Z
0.064,2020-12-09T12:30:00Z,2020-12-09T13:00:00Z
0.283,2020-12-09T12:00:00Z,2020-12-09T12:30:00Z
0.096,2020-12-09T11:30:00Z,2020-12-09T12:00:00Z
0.023,2020-12-09T11:00:00Z,2020-12-09T11:30:00Z
0.117,2020-12-09T10:30:00Z,2020-12-09T11:00:00Z
0.027,2020-12-09T10:00:00Z,2020-12-09T10:30:00Z
0.029,2020-12-09T09:30:00Z,2020-12-09T10:00:00Z
0.029,2020-12-09T09:00:00Z,2020-12-09T09:30:00Z
0.078,2020-12-09T08:30:00Z,2020-12-09T09:00:00Z
0.059,2020-12-09T08:00:00Z,2020-12-09T08:30:00Z
0.158,2020-12-09T07:30:00Z,2020-12-09T08:00:00Z
0.072,2020-12-09T07:00:00Z,2020-12-09T07:30:00Z
0.033,2020-12-09T06:30:00Z,2020-12-09T07:00:00Z
0.029,2020-12-09T06:00:00Z,2020-12-09T06:30:00Z
0.464,2020-12-09T05:30:00Z,2020-12-09T06:00:00Z
0.81,2020-12-09T05:00:00Z,2020-12-09T05:30:00Z
1.8,2020-12-09T04:30:00Z,2020-12-09T05:00:00Z
1.256,2020-12-09T04:00:00Z,2020-12-09T04:30:00Z
0.258,2020-12-09T03:30:00Z,2020-12-09T04:00:00Z
0.271,2020-12-09T03:00:00Z,2020-12-09T03:30:00Z
0.877,2020-12-09T02:30:00Z,2020-12-09T03:00:00Z
1.356,2020-12-09T02:00:00Z,2020-12-09T02:30:00Z
0.03,2020-12-09T01:30:00Z,2020-12-09T02:00:00Z
0.033,2020-12-09T01:00:00Z,2020-12-09T01:30:00Z
0.035,2020-12-09T00:30:00Z,2020-12-09T01:00:00Z
0.037,2020-12-09T00:00:00Z,2020-12-09T00:30:00Z
0.035,2020-12-08T23:30:00Z,2020-12-09T00:00:00Z
0.034,2020-12-08T23:00:00Z,2020-12-08T23:30:00Z
0.052,2020-12-08T22:30:00Z,2020-12-08T23:00:00Z
0.063,2020-12-08T22:00:00Z,2020-12-08T22:30:00Z
0.064,2020-12-08T21:30:00Z,2020-12-08T22:00:00Z
0.419,2020-12-08T21:00:00Z,2020-12-08T21:30:00Z
0.562,2020-12-08T20:30:00Z,2020-12-08T21:00:00Z
0.598,2020-12-08T20:00:00Z,2020-12-08T20:30:00Z
0.385,2020-12-08T19:30:00Z,2020-12-08T20:00:00Z
0.786,2020-12-08T19:00:00Z,2020-12-08T19:30:00Z
0.265,2020-12-08T18:30:00Z,2020-12-08T19:00:00Z
0.213,2020-12-08T18:00:00Z,2020-12-08T18:30:00Z
0.326,2020-12-08T17:30:00Z,2020-12-08T18:00:00Z
0.088,2020-12-08T17:00:00Z,2020-12-08T17:30:00Z
0.089,2020-12-08T16:30:00Z,2020-12-08T17:00:00Z
0.091,2020-12-08T16:00:00Z,2020-12-08T16:30:00Z
0.935,2020-12-08T15:30:00Z,2020-12-08T16:00:00Z
1.631,2020-12-08T15:00:00Z,2020-12-08T15:30:00Z
0.325,2020-12-08T14:30:00Z,2020-12-08T15:00:00Z
0.356,2020-12-08T14:00:00Z,2020-12-08T14:30:00Z
0.308,2020-12-08T13:30:00Z,2020-12-08T14:00:00Z
0.216,2020-12-08T13:00:00Z,2020-12-08T13:30:00Z
0.558,2020-12-08T12:30:00Z,2020-12-08T13:00:00Z
0.775,2020-12-08T12:00:00Z,2020-12-08T12:30:00Z
0.055,2020-12-08T11:30:00Z,2020-12-08T12:00:00Z
0.072,2020-12-08T11:00:00Z,2020-12-08T11:30:00Z
0.08,2020-12-08T10:30:00Z,2020-12-08T11:00:00Z
0.131,2020-12-08T10:00:00Z,2020-12-08T10:30:00Z
0.052,2020-12-08T09:30:00Z,2020-12-08T10:00:00Z
0.715,2020-12-08T09:00:00Z,2020-12-08T09:30:00Z
0.508,2020-12-08T08:30:00Z,2020-12-08T09:00:00Z
0.118,2020-12-08T08:00:00Z,2020-12-08T08:30:00Z
0.096,2020-12-08T07:30:00Z,2020-12-08T08:00:00Z
0.225,2020-12-08T07:00:00Z,2020-12-08T07:30:00Z
0.031,2020-12-08T06:30:00Z,2020-12-08T07:00:00Z
0.409,2020-12-08T06:00:00Z,2020-12-08T06:30:00Z
0.789,2020-12-08T05:30:00Z,2020-12-08T06:00:00Z
0.602,2020-12-08T05:00:00Z,2020-12-08T05:30:00Z
1.656,2020-12-08T04:30:00Z,2020-12-08T05:00:00Z
1.235,2020-12-08T04:00:00Z,2020-12-08T04:30:00Z
0.253,2020-12-08T03:30:00Z,2020-12-08T04:00:00Z
0.272,2020-12-08T03:00:00Z,2020-12-08T03:30:00Z
1.695,2020-12-08T02:30:00Z,2020-12-08T03:00:00Z
2.007,2020-12-08T02:00:00Z,2020-12-08T02:30:00Z
0.533,2020-12-08T01:30:00Z,2020-12-08T02:00:00Z
0.028,2020-12-08T01:00:00Z,2020-12-08T01:30:00Z
0.027,2020-12-08T00:30:00Z,2020-12-08T01:00:00Z
0.026,2020-12-08T00:00:00Z,2020-12-08T00:30:00Z
0.026,2020-12-07T23:30:00Z,2020-12-08T00:00:00Z
0.047,2020-12-07T23:00:00Z,2020-12-07T23:30:00Z
0.742,2020-12-07T22:30:00Z,2020-12-07T23:00:00Z
0.402,2020-12-07T22:00:00Z,2020-12-07T22:30:00Z
0.304,2020-12-07T21:30:00Z,2020-12-07T22:00:00Z
0.542,2020-12-07T21:00:00Z,2020-12-07T21:30:00Z
0.544,2020-12-07T20:30:00Z,2020-12-07T21:00:00Z
1.649,2020-12-07T20:00:00Z,2020-12-07T20:30:00Z
0.522,2020-12-07T19:30:00Z,2020-12-07T20:00:00Z
0.172,2020-12-07T19:00:00Z,2020-12-07T19:30:00Z
0.107,2020-12-07T18:30:00Z,2020-12-07T19:00:00Z
0.076,2020-12-07T18:00:00Z,2020-12-07T18:30:00Z
0.094,2020-12-07T17:30:00Z,2020-12-07T18:00:00Z
0.076,2020-12-07T17:00:00Z,2020-12-07T17:30:00Z
0.07,2020-12-07T16:30:00Z,2020-12-07T17:00:00Z
0.114,2020-12-07T16:00:00Z,2020-12-07T16:30:00Z
1.336,2020-12-07T15:30:00Z,2020-12-07T16:00:00Z
1.908,2020-12-07T15:00:00Z,2020-12-07T15:30:00Z
0.324,2020-12-07T14:30:00Z,2020-12-07T15:00:00Z
0.333,2020-12-07T14:00:00Z,2020-12-07T14:30:00Z
0.706,2020-12-07T13:30:00Z,2020-12-07T14:00:00Z
0.82,2020-12-07T13:00:00Z,2020-12-07T13:30:00Z
0.281,2020-12-07T12:30:00Z,2020-12-07T13:00:00Z
0.215,2020-12-07T12:00:00Z,2020-12-07T12:30:00Z
0.217,2020-12-07T11:30:00Z,2020-12-07T12:00:00Z
0.22,2020-12-07T11:00:00Z,2020-12-07T11:30:00Z
0.22,2020-12-07T10:30:00Z,2020-12-07T11:00:00Z
0.547,2020-12-07T10:00:00Z,2020-12-07T10:30:00Z
0.848,2020-12-07T09:30:00Z,2020-12-07T10:00:00Z
0.258,2020-12-07T09:00:00Z,2020-12-07T09:30:00Z
0.124,2020-12-07T08:30:00Z,2020-12-07T09:00:00Z
0.109,2020-12-07T08:00:00Z,2020-12-07T08:30:00Z
0.117,2020-12-07T07:30:00Z,2020-12-07T08:00:00Z
0.089,2020-12-07T07:00:00Z,2020-12-07T07:30:00Z
0.142,2020-12-07T06:30:00Z,2020-12-07T07:00:00Z
0.046,2020-12-07T06:00:00Z,2020-12-07T06:30:00Z
0.031,2020-12-07T05:30:00Z,2020-12-07T06:00:00Z
0.141,2020-12-07T05:00:00Z,2020-12-07T05:30:00Z
2.245,2020-12-07T04:30:00Z,2020-12-07T05:00:00Z
2.436,2020-12-07T04:00:00Z,2020-12-07T04:30:00Z
0.642,2020-12-07T03:30:00Z,2020-12-07T04:00:00Z
0.314,2020-12-07T03:00:00Z,2020-12-07T03:30:00Z
1.366,2020-12-07T02:30:00Z,2020-12-07T03:00:00Z
1.368,2020-12-07T02:00:00Z,2020-12-07T02:30:00Z
0.044,2020-12-07T01:30:00Z,2020-12-07T02:00:00Z
0.108,2020-12-07T01:00:00Z,2020-12-07T01:30:00Z
0.745,2020-12-07T00:30:00Z,2020-12-07T01:00:00Z
0.411,2020-12-07T00:00:00Z,2020-12-07T00:30:00Z
0.065,2020-12-06T23:30:00Z,2020-12-07T00:00:00Z
0.064,2020-12-06T23:00:00Z,2020-12-06T23:30:00Z
0.065,2020-12-06T22:30:00Z,2020-12-06T23:00:00Z
0.067,2020-12-06T22:00:00Z,2020-12-06T22:30:00Z
0.067,2020-12-06T21:30:00Z,2020-12-06T22:00:00Z
0.279,2020-12-06T21:00:00Z,2020-12-06T21:30:00Z
0.551,2020-12-06T20:30:00Z,2020-12-06T21:00:00Z
0.585,2020-12-06T20:00:00Z,2020-12-06T20:30:00Z
0.815,2020-12-06T19:30:00Z,2020-12-06T20:00:00Z
0.112,2020-12-06T19:00:00Z,2020-12-06T19:30:00Z
0.105,2020-12-06T18:30:00Z,2020-12-06T19:00:00Z
0.314,2020-12-06T18:00:00Z,2020-12-06T18:30:00Z
0.296,2020-12-06T17:30:00Z,2020-12-06T18:00:00Z
0.346,2020-12-06T17:00:00Z,2020-12-06T17:30:00Z
0.291,2020-12-06T16:30:00Z,2020-12-06T17:00:00Z
0.283,2020-12-06T16:00:00Z,2020-12-06T16:30:00Z
0.774,2020-12-06T15:30:00Z,2020-12-06T16:00:00Z
1.323,2020-12-06T15:00:00Z,2020-12-06T15:30:00Z
0.502,2020-12-06T14:30:00Z,2020-12-06T15:00:00Z
0.617,2020-12-06T14:00:00Z,2020-12-06T14:30:00Z
1.294,2020-12-06T13:30:00Z,2020-12-06T14:00:00Z
0.468,2020-12-06T13:00:00Z,2020-12-06T13:30:00Z
0.153,2020-12-06T12:30:00Z,2020-12-06T13:00:00Z
0.031,2020-12-06T12:00:00Z,2020-12-06T12:30:00Z
0.03,2020-12-06T11:30:00Z,2020-12-06T12:00:00Z
0.063,2020-12-06T11:00:00Z,2020-12-06T11:30:00Z
0.097,2020-12-06T10:30:00Z,2020-12-06T11:00:00Z
0.157,2020-12-06T10:00:00Z,2020-12-06T10:30:00Z
0.174,2020-12-06T09:30:00Z,2020-12-06T10:00:00Z
0.076,2020-12-06T09:00:00Z,2020-12-06T09:30:00Z
0.164,2020-12-06T08:30:00Z,2020-12-06T09:00:00Z
0.279,2020-12-06T08:00:00Z,2020-12-06T08:30:00Z
0.794,2020-12-06T07:30:00Z,2020-12-06T08:00:00Z
0.848,2020-12-06T07:00:00Z,2020-12-06T07:30:00Z
0.741,2020-12-06T06:30:00Z,2020-12-06T07:00:00Z
0.701,2020-12-06T06:00:00Z,2020-12-06T06:30:00Z
0.632,2020-12-06T05:30:00Z,2020-12-06T06:00:00Z
0.032,2020-12-06T05:00:00Z,2020-12-06T05:30:00Z
0.032,2020-12-06T04:30:00Z,2020-12-06T05:00:00Z
0.098,2020-12-06T04:00:00Z,2020-12-06T04:30:00Z
1.276,2020-12-06T03:30:00Z,2020-12-06T04:00:00Z
1.315,2020-12-06T03:00:00Z,2020-12-06T03:30:00Z
0.98,2020-12-06T02:30:00Z,2020-12-06T03:00:00Z
2.644,2020-12-06T02:00:00Z,2020-12-06T02:30:00Z
1.167,2020-12-06T01:30:00Z,2020-12-06T02:00:00Z
0.441,2020-12-06T01:00:00Z,2020-12-06T01:30:00Z
0.055,2020-12-06T00:30:00Z,2020-12-06T01:00:00Z
0.058,2020-12-06T00:00:00Z,2020-12-06T00:30:00Z
0.06,2020-12-05T23:30:00Z,2020-12-06T00:00:00Z
0.062,2020-12-05T23:00:00Z,2020-12-05T23:30:00Z
0.064,2020-12-05T22:30:00Z,2020-12-05T23:00:00Z
0.065,2020-12-05T22:00:00Z,2020-12-05T22:30:00Z
0.066,2020-12-05T21:30:00Z,2020-12-05T22:00:00Z
0.289,2020-12-05T21:00:00Z,2020-12-05T21:30:00Z
1.211,2020-12-05T20:30:00Z,2020-12-05T21:00:00Z
1.245,2020-12-05T20:00:00Z,2020-12-05T20:30:00Z
0.141,2020-12-05T19:30:00Z,2020-12-05T20:00:00Z
0.102,2020-12-05T19:00:00Z,2020-12-05T19:30:00Z
0.093,2020-12-05T18:30:00Z,2020-12-05T19:00:00Z
0.092,2020-12-05T18:00:00Z,2020-12-05T18:30:00Z
0.097,2020-12-05T17:30:00Z,2020-12-05T18:00:00Z
0.101,2020-12-05T17:00:00Z,2020-12-05T17:30:00Z
0.105,2020-12-05T16:30:00Z,2020-12-05T17:00:00Z
0.137,2020-12-05T16:00:00Z,2020-12-05T16:30:00Z
0.083,2020-12-05T15:30:00Z,2020-12-05T16:00:00Z
0.063,2020-12-05T15:00:00Z,2020-12-05T15:30:00Z
0.184,2020-12-05T14:30:00Z,2020-12-05T15:00:00Z
0.068,2020-12-05T14:00:00Z,2020-12-05T14:30:00Z
1.198,2020-12-05T13:30:00Z,2020-12-05T14:00:00Z
1.237,2020-12-05T13:00:00Z,2020-12-05T13:30:00Z
0.256,2020-12-05T12:30:00Z,2020-12-05T13:00:00Z
0.088,2020-12-05T12:00:00Z,2020-12-05T12:30:00Z
0.088,2020-12-05T11:30:00Z,2020-12-05T12:00:00Z
0.093,2020-12-05T11:00:00Z,2020-12-05T11:30:00Z
0.093,2020-12-05T10:30:00Z,2020-12-05T11:00:00Z
0.092,2020-12-05T10:00:00Z,2020-12-05T10:30:00Z
0.09,2020-12-05T09:30:00Z,2020-12-05T10:00:00Z
0.091,2020-12-05T09:00:00Z,2020-12-05T09:30:00Z
0.096,2020-12-05T08:30:00Z,2020-12-05T09:00:00Z
0.158,2020-12-05T08:00:00Z,2020-12-05T08:30:00Z
0.115,2020-12-05T07:30:00Z,2020-12-05T08:00:00Z
0.208,2020-12-05T07:00:00Z,2020-12-05T07:30:00Z
0.026,2020-12-05T06:30:00Z,2020-12-05T07:00:00Z
0.028,2020-12-05T06:00:00Z,2020-12-05T06:30:00Z
0.029,2020-12-05T05:30:00Z,2020-12-05T06:00:00Z
0.455,2020-12-05T05:00:00Z,2020-12-05T05:30:00Z
2.055,2020-12-05T04:30:00Z,2020-12-05T05:00:00Z
1.642,2020-12-05T04:00:00Z,2020-12-05T04:30:00Z
1.043,2020-12-05T03:30:00Z,2020-12-05T04:00:00Z
0.378,2020-12-05T03:00:00Z,2020-12-05T03:30:00Z
1.193,2020-12-05T02:30:00Z,2020-12-05T03:00:00Z
1.387,2020-12-05T02:00:00Z,2020-12-05T02:30:00Z
0.059,2020-12-05T01:30:00Z,2020-12-05T02:00:00Z
0.055,2020-12-05T01:00:00Z,2020-12-05T01:30:00Z
0.057,2020-12-05T00:30:00Z,2020-12-05T01:00:00Z
0.06,2020-12-05T00:00:00Z,2020-12-05T00:30:00Z
0.06,2020-12-04T23:30:00Z,2020-12-05T00:00:00Z
0.06,2020-12-04T23:00:00Z,2020-12-04T23:30:00Z
0.06,2020-12-04T22:30:00Z,2020-12-04T23:00:00Z
0.062,2020-12-04T22:00:00Z,2020-12-04T22:30:00Z
0.371,2020-12-04T21:30:00Z,2020-12-04T22:00:00Z
0.356,2020-12-04T21:00:00Z,2020-12-04T21:30:00Z
1.31,2020-12-04T20:30:00Z,2020-12-04T21:00:00Z
1.263,2020-12-04T20:00:00Z,2020-12-04T20:30:00Z
0.149,2020-12-04T19:30:00Z,2020-12-04T20:00:00Z
0.068,2020-12-04T19:00:00Z,2020-12-04T19:30:00Z
0.064,2020-12-04T18:30:00Z,2020-12-04T19:00:00Z
0.119,2020-12-04T18:00:00Z,2020-12-04T18:30:00Z
0.354,2020-12-04T17:30:00Z,2020-12-04T18:00:00Z
0.354,2020-12-04T17:00:00Z,2020-12-04T17:30:00Z
0.058,2020-12-04T16:30:00Z,2020-12-04T17:00:00Z
0.065,2020-12-04T16:00:00Z,2020-12-04T16:30:00Z
0.371,2020-12-04T15:30:00Z,2020-12-04T16:00:00Z
1.222,2020-12-04T15:00:00Z,2020-12-04T15:30:00Z
0.931,2020-12-04T14:30:00Z,2020-12-04T15:00:00Z
0.48,2020-12-04T14:00:00Z,2020-12-04T14:30:00Z
0.077,2020-12-04T13:30:00Z,2020-12-04T14:00:00Z
0.27,2020-12-04T13:00:00Z,2020-12-04T13:30:00Z
0.564,2020-12-04T12:30:00Z,2020-12-04T13:00:00Z
0.553,2020-12-04T12:00:00Z,2020-12-04T12:30:00Z
0.107,2020-12-04T11:30:00Z,2020-12-04T12:00:00Z
0.07,2020-12-04T11:00:00Z,2020-12-04T11:30:00Z
0.083,2020-12-04T10:30:00Z,2020-12-04T11:00:00Z
0.128,2020-12-04T10:00:00Z,2020-12-04T10:30:00Z
0.164,2020-12-04T09:30:00Z,2020-12-04T10:00:00Z
0.09,2020-12-04T09:00:00Z,2020-12-04T09:30:00Z
0.094,2020-12-04T08:30:00Z,2020-12-04T09:00:00Z
0.246,2020-12-04T08:00:00Z,2020-12-04T08:30:00Z
0.119,2020-12-04T07:30:00Z,2020-12-04T08:00:00Z
0.378,2020-12-04T07:00:00Z,2020-12-04T07:30:00Z
0.186,2020-12-04T06:30:00Z,2020-12-04T07:00:00Z
0.056,2020-12-04T06:00:00Z,2020-12-04T06:30:00Z
0.059,2020-12-04T05:30:00Z,2020-12-04T06:00:00Z
0.556,2020-12-04T05:00:00Z,2020-12-04T05:30:00Z
1.979,2020-12-04T04:30:00Z,2020-12-04T05:00:00Z
1.698,2020-12-04T04:00:00Z,2020-12-04T04:30:00Z
0.322,2020-12-04T03:30:00Z,2020-12-04T04:00:00Z
0.291,2020-12-04T03:00:00Z,2020-12-04T03:30:00Z
0.305,2020-12-04T02:30:00Z,2020-12-04T03:00:00Z
1.68,2020-12-04T02:00:00Z,2020-12-04T02:30:00Z
0.788,2020-12-04T01:30:00Z,2020-12-04T02:00:00Z
0.104,2020-12-04T01:00:00Z,2020-12-04T01:30:00Z
0.029,2020-12-04T00:30:00Z,2020-12-04T01:00:00Z
0.035,2020-12-04T00:00:00Z,2020-12-04T00:30:00Z
0.033,2020-12-03T23:30:00Z,2020-12-04T00:00:00Z
0.036,2020-12-03T23:00:00Z,2020-12-03T23:30:00Z
0.037,2020-12-03T22:30:00Z,2020-12-03T23:00:00Z
0.039,2020-12-03T22:00:00Z,2020-12-03T22:30:00Z
0.124,2020-12-03T21:30:00Z,2020-12-03T22:00:00Z
0.609,2020-12-03T21:00:00Z,2020-12-03T21:30:00Z
1.229,2020-12-03T20:30:00Z,2020-12-03T21:00:00Z
1.245,2020-12-03T20:00:00Z,2020-12-03T20:30:00Z
0.115,2020-12-03T19:30:00Z,2020-12-03T20:00:00Z
0.222,2020-12-03T19:00:00Z,2020-12-03T19:30:00Z
0.063,2020-12-03T18:30:00Z,2020-12-03T19:00:00Z
0.127,2020-12-03T18:00:00Z,2020-12-03T18:30:00Z
0.109,2020-12-03T17:30:00Z,2020-12-03T18:00:00Z
0.096,2020-12-03T17:00:00Z,2020-12-03T17:30:00Z
0.063,2020-12-03T16:30:00Z,2020-12-03T17:00:00Z
0.071,2020-12-03T16:00:00Z,2020-12-03T16:30:00Z
0.521,2020-12-03T15:30:00Z,2020-12-03T16:00:00Z
1.258,2020-12-03T15:00:00Z,2020-12-03T15:30:00Z
0.961,2020-12-03T14:30:00Z,2020-12-03T15:00:00Z
0.749,2020-12-03T14:00:00Z,2020-12-03T14:30:00Z
0.171,2020-12-03T13:30:00Z,2020-12-03T14:00:00Z
0.171,2020-12-03T13:00:00Z,2020-12-03T13:30:00Z
0.122,2020-12-03T12:30:00Z,2020-12-03T13:00:00Z
0.08,2020-12-03T12:00:00Z,2020-12-03T12:30:00Z
0.093,2020-12-03T11:30:00Z,2020-12-03T12:00:00Z
0.075,2020-12-03T11:00:00Z,2020-12-03T11:30:00Z
0.115,2020-12-03T10:30:00Z,2020-12-03T11:00:00Z
0.07,2020-12-03T10:00:00Z,2020-12-03T10:30:00Z
0.076,2020-12-03T09:30:00Z,2020-12-03T10:00:00Z
0.077,2020-12-03T09:00:00Z,2020-12-03T09:30:00Z
0.078,2020-12-03T08:30:00Z,2020-12-03T09:00:00Z
0.176,2020-12-03T08:00:00Z,2020-12-03T08:30:00Z
0.137,2020-12-03T07:30:00Z,2020-12-03T08:00:00Z
0.137,2020-12-03T07:00:00Z,2020-12-03T07:30:00Z
0.177,2020-12-03T06:30:00Z,2020-12-03T07:00:00Z
